sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
372-Diagnostic Tests-Scoring test result-6.5,372-Diagnostic Tests-Scoring test result-6.5,3,,0.3534475564956665,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PRI MED,372-Diagnostic Tests-Scoring test result-PRI MED,1,,0.3503587245941162,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHD CALCULATO,372-Diagnostic Tests-Scoring test result-CHD CALCULATO,5,,0.3231801390647888,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43492,372-Diagnostic Tests-Scoring test result-43492,1,,0.3229295015335083,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NYHA CLASS I,372-Diagnostic Tests-Scoring test result-NYHA CLASS I,3,,0.3072376549243927,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MOOD SWING,372-Diagnostic Tests-Scoring test result-MOOD SWING,1,,0.4066770374774933,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QFRACTURE RIS,372-Diagnostic Tests-Scoring test result-QFRACTURE RIS,5,,0.37929779291152954,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.316,372-Diagnostic Tests-Scoring test result-0.316,1,,0.3396663963794708,APPROVED,0,
372-Diagnostic Tests-Scoring test result-13.8,372-Diagnostic Tests-Scoring test result-13.8,3,,0.35393139719963074,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT SCORE,372-Diagnostic Tests-Scoring test result-AUDIT SCORE,1,,0.33833712339401245,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DIASTOLIC,372-Diagnostic Tests-Scoring test result-DIASTOLIC,5,,0.3644450008869171,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.0062,372-Diagnostic Tests-Scoring test result-0.0062,1,,0.34764131903648376,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10.6,372-Diagnostic Tests-Scoring test result-10.6,3,,0.3647908866405487,APPROVED,0,
372-Diagnostic Tests-Scoring test result-6.5,372-Diagnostic Tests-Scoring test result-6.5,1,,0.3534475564956665,APPROVED,0,
372-Diagnostic Tests-Scoring test result-UNITS,372-Diagnostic Tests-Scoring test result-UNITS,1,,0.36091455817222595,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HAD QUESTIONA,372-Diagnostic Tests-Scoring test result-HAD QUESTIONA,5,,0.33681848645210266,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JSTABLES,372-Diagnostic Tests-Scoring test result-JSTABLES,3,,0.32995858788490295,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MCQ,372-Diagnostic Tests-Scoring test result-MCQ,1,,0.34731271862983704,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10,372-Diagnostic Tests-Scoring test result-10,5,,0.37967437505722046,APPROVED,0,
372-Diagnostic Tests-Scoring test result-UKPDS RISK EN,372-Diagnostic Tests-Scoring test result-UKPDS RISK EN,1,,0.3869265615940094,APPROVED,0,
372-Diagnostic Tests-Scoring test result-3 U/W,372-Diagnostic Tests-Scoring test result-3 U/W,1,,0.32112058997154236,APPROVED,0,
372-Diagnostic Tests-Scoring test result-29 WEEK POST,372-Diagnostic Tests-Scoring test result-29 WEEK POST,3,,0.30481448769569397,APPROVED,0,
372-Diagnostic Tests-Scoring test result-15X28/20,372-Diagnostic Tests-Scoring test result-15X28/20,1,,0.28944671154022217,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ-9 SCORING,372-Diagnostic Tests-Scoring test result-PHQ-9 SCORING,5,,0.3923971652984619,APPROVED,0,
372-Diagnostic Tests-Scoring test result-331203231,372-Diagnostic Tests-Scoring test result-331203231,1,,0.3070823848247528,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT 3,372-Diagnostic Tests-Scoring test result-AUDIT 3,3,,0.3396860957145691,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10.04,372-Diagnostic Tests-Scoring test result-10.04,1,,0.3613373935222626,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43570,372-Diagnostic Tests-Scoring test result-43570,1,,0.3277061879634857,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CALCULATED %,372-Diagnostic Tests-Scoring test result-CALCULATED %,5,,0.3303728401660919,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHARTS,372-Diagnostic Tests-Scoring test result-CHARTS,3,,0.3592931032180786,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT--C,372-Diagnostic Tests-Scoring test result-AUDIT--C,1,,0.3078809380531311,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBSCRPD,372-Diagnostic Tests-Scoring test result-JBSCRPD,1,,0.29750144481658936,APPROVED,0,
372-Diagnostic Tests-Scoring test result-20 X 1.5,372-Diagnostic Tests-Scoring test result-20 X 1.5,5,,0.3542259931564331,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JSBC,372-Diagnostic Tests-Scoring test result-JSBC,3,,0.30732160806655884,APPROVED,0,
372-Diagnostic Tests-Scoring test result-WHO FRAX (BMI,372-Diagnostic Tests-Scoring test result-WHO FRAX (BMI,1,,0.2976683974266052,APPROVED,0,
372-Diagnostic Tests-Scoring test result-VASC SCORE,372-Diagnostic Tests-Scoring test result-VASC SCORE,1,,0.34083667397499084,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.084,372-Diagnostic Tests-Scoring test result-0.084,5,,0.3469141721725464,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIC,372-Diagnostic Tests-Scoring test result-AUDIC,3,,0.34911465644836426,APPROVED,0,
372-Diagnostic Tests-Scoring test result-VISON,372-Diagnostic Tests-Scoring test result-VISON,1,,0.3658249080181122,APPROVED,0,
372-Diagnostic Tests-Scoring test result-RISK SCORE,372-Diagnostic Tests-Scoring test result-RISK SCORE,5,,0.3396722376346588,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBS2 CVD RISK,372-Diagnostic Tests-Scoring test result-JBS2 CVD RISK,1,,0.32966604828834534,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ-9 FORM,372-Diagnostic Tests-Scoring test result-PHQ-9 FORM,3,,0.3833383023738861,APPROVED,0,
372-Diagnostic Tests-Scoring test result-25/20*3,372-Diagnostic Tests-Scoring test result-25/20*3,1,,0.29301202297210693,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CVD RISK JBS2,372-Diagnostic Tests-Scoring test result-CVD RISK JBS2,1,,0.32151034474372864,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ-7,372-Diagnostic Tests-Scoring test result-PHQ-7,3,,0.31136220693588257,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JOINT TABLES,372-Diagnostic Tests-Scoring test result-JOINT TABLES,5,,0.393246054649353,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PATIENTS DATA,372-Diagnostic Tests-Scoring test result-PATIENTS DATA,1,,0.3500725328922272,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0-3,372-Diagnostic Tests-Scoring test result-0-3,1,,0.3502176105976105,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1=1 2=0 3=2,372-Diagnostic Tests-Scoring test result-1=1 2=0 3=2,3,,0.23206780850887299,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BNF CHART,372-Diagnostic Tests-Scoring test result-BNF CHART,5,,0.312503844499588,APPROVED,0,
372-Diagnostic Tests-Scoring test result-9PHQ,372-Diagnostic Tests-Scoring test result-9PHQ,1,,0.2961815893650055,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43827,372-Diagnostic Tests-Scoring test result-43827,3,,0.3202640116214752,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTION 1,372-Diagnostic Tests-Scoring test result-QUESTION 1,1,,0.344539612531662,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DEP,372-Diagnostic Tests-Scoring test result-DEP,5,,0.37972787022590637,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4.49,372-Diagnostic Tests-Scoring test result-4.49,1,,0.3434682786464691,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43670,372-Diagnostic Tests-Scoring test result-43670,3,,0.3293091058731079,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1=3 2=1 3=2,372-Diagnostic Tests-Scoring test result-1=3 2=1 3=2,5,,0.230807363986969,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHA12DS2VASC,372-Diagnostic Tests-Scoring test result-CHA12DS2VASC,1,,0.30278390645980835,APPROVED,0,
372-Diagnostic Tests-Scoring test result-74,372-Diagnostic Tests-Scoring test result-74,3,,0.3569501042366028,APPROVED,0,
372-Diagnostic Tests-Scoring test result-5 [E-MIMS ],372-Diagnostic Tests-Scoring test result-5 [E-MIMS ],1,,0.275193452835083,APPROVED,0,
372-Diagnostic Tests-Scoring test result-8.5,372-Diagnostic Tests-Scoring test result-8.5,5,,0.3497183322906494,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAMLINGHAM.,372-Diagnostic Tests-Scoring test result-FRAMLINGHAM.,1,,0.31575849652290344,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4.4,372-Diagnostic Tests-Scoring test result-4.4,3,,0.35649043321609497,APPROVED,0,
372-Diagnostic Tests-Scoring test result-20 CIGARETTES,372-Diagnostic Tests-Scoring test result-20 CIGARETTES,1,,0.33305028080940247,APPROVED,0,
372-Diagnostic Tests-Scoring test result-17.6,372-Diagnostic Tests-Scoring test result-17.6,1,,0.35123971104621887,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SHEFFIELD WOO,372-Diagnostic Tests-Scoring test result-SHEFFIELD WOO,5,,0.4022219479084015,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.128,372-Diagnostic Tests-Scoring test result-0.128,3,,0.35008981823921204,APPROVED,0,
372-Diagnostic Tests-Scoring test result-29 WEEKS POST,372-Diagnostic Tests-Scoring test result-29 WEEKS POST,1,,0.30617058277130127,APPROVED,0,
372-Diagnostic Tests-Scoring test result-71,372-Diagnostic Tests-Scoring test result-71,5,,0.3576395809650421,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PRINTED PHQ9,372-Diagnostic Tests-Scoring test result-PRINTED PHQ9,1,,0.3101598620414734,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.211,372-Diagnostic Tests-Scoring test result-0.211,3,,0.3442273736000061,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.089,372-Diagnostic Tests-Scoring test result-0.089,5,,0.34426388144493103,APPROVED,0,
372-Diagnostic Tests-Scoring test result-IPSS PDF,372-Diagnostic Tests-Scoring test result-IPSS PDF,1,,0.30240505933761597,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SHORT,372-Diagnostic Tests-Scoring test result-SHORT,1,,0.372346431016922,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BARTHEL,372-Diagnostic Tests-Scoring test result-BARTHEL,3,,0.35378822684288025,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4 SYPMTOMS,372-Diagnostic Tests-Scoring test result-4 SYPMTOMS,1,,0.28847241401672363,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OUT OF 28,372-Diagnostic Tests-Scoring test result-OUT OF 28,5,,0.3448945879936218,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ADIT-C,372-Diagnostic Tests-Scoring test result-ADIT-C,1,,0.3577025234699249,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ON LINE TOOL,372-Diagnostic Tests-Scoring test result-ON LINE TOOL,3,,0.3589801788330078,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1.98,372-Diagnostic Tests-Scoring test result-1.98,1,,0.34937670826911926,APPROVED,0,
372-Diagnostic Tests-Scoring test result-19 X 1.5,372-Diagnostic Tests-Scoring test result-19 X 1.5,5,,0.3376232385635376,APPROVED,0,
372-Diagnostic Tests-Scoring test result-EPWRORTH,372-Diagnostic Tests-Scoring test result-EPWRORTH,1,,0.30513226985931396,APPROVED,0,
372-Diagnostic Tests-Scoring test result-19268,372-Diagnostic Tests-Scoring test result-19268,3,,0.32764163613319397,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FHXWC,372-Diagnostic Tests-Scoring test result-FHXWC,1,,0.27681735157966614,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HAS BLED,372-Diagnostic Tests-Scoring test result-HAS BLED,5,,0.37442368268966675,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MODERATE-SEV,372-Diagnostic Tests-Scoring test result-MODERATE-SEV,1,,0.33606043457984924,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43548,372-Diagnostic Tests-Scoring test result-43548,3,,0.3249415457248688,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43486,372-Diagnostic Tests-Scoring test result-43486,5,,0.3220338225364685,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PERCENT.,372-Diagnostic Tests-Scoring test result-PERCENT.,1,,0.342996209859848,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HASBLED 1,372-Diagnostic Tests-Scoring test result-HASBLED 1,1,,0.3348822593688965,APPROVED,0,
372-Diagnostic Tests-Scoring test result-21/24,372-Diagnostic Tests-Scoring test result-21/24,3,,0.34044885635375977,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ SCORE,372-Diagnostic Tests-Scoring test result-PHQ SCORE,5,,0.3160921633243561,APPROVED,0,
372-Diagnostic Tests-Scoring test result-12X1.5 AS FH,372-Diagnostic Tests-Scoring test result-12X1.5 AS FH,1,,0.28341934084892273,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PH Q NINE,372-Diagnostic Tests-Scoring test result-PH Q NINE,1,,0.32033833861351013,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1QUESTIONS,372-Diagnostic Tests-Scoring test result-1QUESTIONS,3,,0.29968252778053284,APPROVED,0,
372-Diagnostic Tests-Scoring test result-14 X 1.5,372-Diagnostic Tests-Scoring test result-14 X 1.5,5,,0.3451794385910034,APPROVED,0,
372-Diagnostic Tests-Scoring test result-LAB CRA,372-Diagnostic Tests-Scoring test result-LAB CRA,1,,0.34624701738357544,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.256,372-Diagnostic Tests-Scoring test result-0.256,3,,0.3494752049446106,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MC ARTHUR,372-Diagnostic Tests-Scoring test result-MC ARTHUR,5,,0.3360694348812103,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SYS BP,372-Diagnostic Tests-Scoring test result-SYS BP,1,,0.3460559546947479,APPROVED,0,
461-Miscellaneous-Repeat Medication Review-Seen by,461-Miscellaneous-Repeat Medication Review-Seen by,35195258,,0.29621630907058716,APPROVED,4057411,
372-Diagnostic Tests-Scoring test result-0.206,372-Diagnostic Tests-Scoring test result-0.206,3,,0.3459610342979431,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OXFORD SCORE,372-Diagnostic Tests-Scoring test result-OXFORD SCORE,5,,0.386373907327652,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FAST Q1,372-Diagnostic Tests-Scoring test result-FAST Q1,1,,0.33299490809440613,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.112,372-Diagnostic Tests-Scoring test result-0.112,3,,0.35091546177864075,APPROVED,0,
372-Diagnostic Tests-Scoring test result-EARLY,372-Diagnostic Tests-Scoring test result-EARLY,5,,0.3398680090904236,APPROVED,0,
372-Diagnostic Tests-Scoring test result-244,372-Diagnostic Tests-Scoring test result-244,1,,0.35898464918136597,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.082,372-Diagnostic Tests-Scoring test result-0.082,3,,0.3447535037994385,APPROVED,0,
461-Miscellaneous-Repeat Medication Review-Due date,461-Miscellaneous-Repeat Medication Review-Due date,35195258,,0.412951797246933,APPROVED,44807096,
372-Diagnostic Tests-Scoring test result-PQH-9,372-Diagnostic Tests-Scoring test result-PQH-9,5,,0.28222715854644775,APPROVED,0,
372-Diagnostic Tests-Scoring test result-44/48,372-Diagnostic Tests-Scoring test result-44/48,1,,0.30649131536483765,APPROVED,0,
372-Diagnostic Tests-Scoring test result-20/DAY/YR,372-Diagnostic Tests-Scoring test result-20/DAY/YR,3,,0.2808253765106201,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.092,372-Diagnostic Tests-Scoring test result-0.092,5,,0.34345826506614685,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1.51,372-Diagnostic Tests-Scoring test result-1.51,1,,0.3539019227027893,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JPS,372-Diagnostic Tests-Scoring test result-JPS,3,,0.31844186782836914,APPROVED,0,
461-Miscellaneous-Repeat Medication Review-Next review date,461-Miscellaneous-Repeat Medication Review-Next review date,35195258,,0.41438019275665283,APPROVED,44807096,
372-Diagnostic Tests-Scoring test result-3.9,372-Diagnostic Tests-Scoring test result-3.9,5,,0.3584601581096649,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1=4 2=0 3=1,372-Diagnostic Tests-Scoring test result-1=4 2=0 3=1,3,,0.23181234300136566,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FOM AUDIT C,372-Diagnostic Tests-Scoring test result-FOM AUDIT C,1,,0.32726389169692993,APPROVED,0,
372-Diagnostic Tests-Scoring test result-9.2,372-Diagnostic Tests-Scoring test result-9.2,5,,0.34255167841911316,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43595,372-Diagnostic Tests-Scoring test result-43595,3,,0.3245428502559662,APPROVED,0,
461-Miscellaneous-Repeat Medication Review-Review date,461-Miscellaneous-Repeat Medication Review-Review date,35195258,,0.44625261425971985,APPROVED,4200295,
372-Diagnostic Tests-Scoring test result-AT 6 WEEKS,372-Diagnostic Tests-Scoring test result-AT 6 WEEKS,1,,0.45860323309898376,APPROVED,0,
372-Diagnostic Tests-Scoring test result-IPSS,372-Diagnostic Tests-Scoring test result-IPSS,470,,0.348947137594223,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESIONNAIRE,372-Diagnostic Tests-Scoring test result-QUESIONNAIRE,3,,0.3460707366466522,APPROVED,0,
372-Diagnostic Tests-Scoring test result-A15 D13,372-Diagnostic Tests-Scoring test result-A15 D13,1,,0.3131600618362427,APPROVED,0,
462-Diagnostic Tests-Tactile Sensation-Qualifier,462-Diagnostic Tests-Tactile Sensation-Qualifier,2867892,,0.38108769059181213,APPROVED,4265871,
372-Diagnostic Tests-Scoring test result-FRAM,372-Diagnostic Tests-Scoring test result-FRAM,457,,0.37410566210746765,APPROVED,0,
372-Diagnostic Tests-Scoring test result-2.4,372-Diagnostic Tests-Scoring test result-2.4,3,,0.36593082547187805,APPROVED,0,
372-Diagnostic Tests-Scoring test result-INFORMANT INT,372-Diagnostic Tests-Scoring test result-INFORMANT INT,1,,0.37396594882011414,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PACK YEARS,372-Diagnostic Tests-Scoring test result-PACK YEARS,450,,0.4955349266529083,APPROVED,0,
463-Asthma-Asthma Limiting Activity-Numeric Result,463-Asthma-Asthma Limiting Activity-Numeric Result,178351,,0.4984740912914276,APPROVED,4015948,
372-Diagnostic Tests-Scoring test result-43705,372-Diagnostic Tests-Scoring test result-43705,3,,0.33216431736946106,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10X FH,372-Diagnostic Tests-Scoring test result-10X FH,1,,0.33404529094696045,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FAST SCORE,372-Diagnostic Tests-Scoring test result-FAST SCORE,450,,0.35078465938568115,APPROVED,0,
463-Asthma-Asthma Limiting Activity-Fit Frequency,463-Asthma-Asthma Limiting Activity-Fit Frequency,178351,,0.4995653033256531,APPROVED,4017306,
372-Diagnostic Tests-Scoring test result-8 WEEK POST N,372-Diagnostic Tests-Scoring test result-8 WEEK POST N,3,,0.30633583664894104,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ADDENBROOKE'S,372-Diagnostic Tests-Scoring test result-ADDENBROOKE'S,1,,0.44620537757873535,APPROVED,0,
372-Diagnostic Tests-Scoring test result-19,372-Diagnostic Tests-Scoring test result-19,444,,0.37117356061935425,APPROVED,0,
464-Asthma-Asthma Night time symptoms-Fit Frequency,464-Asthma-Asthma Night time symptoms-Fit Frequency,217358,,0.4530083239078522,APPROVED,0,
372-Diagnostic Tests-Scoring test result-/22,372-Diagnostic Tests-Scoring test result-/22,3,,0.32910528779029846,APPROVED,0,
372-Diagnostic Tests-Scoring test result-40,372-Diagnostic Tests-Scoring test result-40,440,,0.37562233209609985,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ASSIGN WEBSIT,372-Diagnostic Tests-Scoring test result-ASSIGN WEBSIT,1,,0.31814393401145935,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MMT,372-Diagnostic Tests-Scoring test result-MMT,3,,0.352407306432724,APPROVED,0,
464-Asthma-Asthma Night time symptoms-Numeric Result,464-Asthma-Asthma Night time symptoms-Numeric Result,217358,,0.453036367893219,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DEPRESSION,372-Diagnostic Tests-Scoring test result-DEPRESSION,436,,0.35506731271743774,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BHS CVD RISK,372-Diagnostic Tests-Scoring test result-BHS CVD RISK,1,,0.35202398896217346,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBS SCORING,372-Diagnostic Tests-Scoring test result-JBS SCORING,3,,0.31414714455604553,APPROVED,0,
465-Asthma-Asthma Daytime symptoms-Numeric Result,465-Asthma-Asthma Daytime symptoms-Numeric Result,435854,,0.4233017563819885,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.239,372-Diagnostic Tests-Scoring test result-0.239,1,,0.3411562144756317,APPROVED,0,
372-Diagnostic Tests-Scoring test result-17,372-Diagnostic Tests-Scoring test result-17,436,,0.37249401211738586,APPROVED,0,
465-Asthma-Asthma Daytime symptoms-Fit Frequency,465-Asthma-Asthma Daytime symptoms-Fit Frequency,435854,,0.450054407119751,APPROVED,0,
372-Diagnostic Tests-Scoring test result-9.9,372-Diagnostic Tests-Scoring test result-9.9,3,,0.3416089117527008,APPROVED,0,
372-Diagnostic Tests-Scoring test result-13,372-Diagnostic Tests-Scoring test result-13,431,,0.3737754821777344,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CLOCK,372-Diagnostic Tests-Scoring test result-CLOCK,1,,0.37214648723602295,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MAX 30,372-Diagnostic Tests-Scoring test result-MAX 30,3,,0.3607790172100067,APPROVED,0,
475-Examination Findings-Target blood pressure-Diastolic,475-Examination Findings-Target blood pressure-Diastolic,116739,,0.5052490234375,APPROVED,4152382,
372-Diagnostic Tests-Scoring test result-FAST SHORT,372-Diagnostic Tests-Scoring test result-FAST SHORT,426,,0.346201092004776,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10/20*40,372-Diagnostic Tests-Scoring test result-10/20*40,3,,0.28231027722358704,APPROVED,0,
372-Diagnostic Tests-Scoring test result-Q RISK SCORE,372-Diagnostic Tests-Scoring test result-Q RISK SCORE,1,,0.31316107511520386,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.153,372-Diagnostic Tests-Scoring test result-0.153,3,,0.3466152548789978,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MINI-COG,372-Diagnostic Tests-Scoring test result-MINI-COG,419,,0.4469981789588928,APPROVED,0,
475-Examination Findings-Target blood pressure-Systolic,475-Examination Findings-Target blood pressure-Systolic,116739,,0.49788951873779297,APPROVED,4153323,
372-Diagnostic Tests-Scoring test result-SAY NO LONGER,372-Diagnostic Tests-Scoring test result-SAY NO LONGER,1,,0.3386596739292145,APPROVED,0,
372-Diagnostic Tests-Scoring test result-7,372-Diagnostic Tests-Scoring test result-7,3,,0.37692776322364807,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SEVERE,372-Diagnostic Tests-Scoring test result-SEVERE,396,,0.35921624302864075,APPROVED,0,
372-Diagnostic Tests-Scoring test result-11X FH,372-Diagnostic Tests-Scoring test result-11X FH,1,,0.3191825747489929,APPROVED,0,
476-Examination Findings-Waist circumference-Circumference (cms),476-Examination Findings-Waist circumference-Circumference (cms),861691,,0.4709518849849701,APPROVED,4172830,
372-Diagnostic Tests-Scoring test result-QUES,372-Diagnostic Tests-Scoring test result-QUES,3,,0.3599788248538971,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ANXIETY,372-Diagnostic Tests-Scoring test result-ANXIETY,395,,0.33309826254844666,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CVD RISK 30%,372-Diagnostic Tests-Scoring test result-CVD RISK 30%,1,,0.3599989414215088,APPROVED,0,
479-Elderly-Palliative Care Plan-GSFS Review date,479-Elderly-Palliative Care Plan-GSFS Review date,22180,,0.3422665297985077,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRANIGNHAM,372-Diagnostic Tests-Scoring test result-FRANIGNHAM,3,,0.3369870185852051,APPROVED,0,
372-Diagnostic Tests-Scoring test result-24,372-Diagnostic Tests-Scoring test result-24,390,,0.37512871623039246,APPROVED,0,
"372-Diagnostic Tests-Scoring test result-4,00","372-Diagnostic Tests-Scoring test result-4,00",1,,0.34314948320388794,APPROVED,0,
479-Elderly-Palliative Care Plan-GP to sign,479-Elderly-Palliative Care Plan-GP to sign,22180,,0.3271001875400543,APPROVED,0,
372-Diagnostic Tests-Scoring test result-6.7,372-Diagnostic Tests-Scoring test result-6.7,3,,0.3522082567214966,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CORENET,372-Diagnostic Tests-Scoring test result-CORENET,389,,0.3667117953300476,APPROVED,0,
372-Diagnostic Tests-Scoring test result-/37,372-Diagnostic Tests-Scoring test result-/37,1,,0.3289374113082886,APPROVED,0,
479-Elderly-Palliative Care Plan-ECS upload date,479-Elderly-Palliative Care Plan-ECS upload date,22180,,0.3113269507884979,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CVD RISK 21%,372-Diagnostic Tests-Scoring test result-CVD RISK 21%,3,,0.3548048734664917,APPROVED,0,
372-Diagnostic Tests-Scoring test result-/42,372-Diagnostic Tests-Scoring test result-/42,381,,0.31941670179367065,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUALTITATIVE,372-Diagnostic Tests-Scoring test result-QUALTITATIVE,1,,0.3361242711544037,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4 X 1.5,372-Diagnostic Tests-Scoring test result-4 X 1.5,3,,0.3506287932395935,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CAT,372-Diagnostic Tests-Scoring test result-CAT,377,,0.38478851318359375,APPROVED,0,
479-Elderly-Palliative Care Plan-Date of agreement,479-Elderly-Palliative Care Plan-Date of agreement,22180,,0.3335740268230438,APPROVED,0,
372-Diagnostic Tests-Scoring test result-GP MINI COG,372-Diagnostic Tests-Scoring test result-GP MINI COG,1,,0.3142067790031433,APPROVED,0,
485-Immunisations-Immunisation status-Status,485-Immunisations-Immunisation status-Status,76639,,0.5090481042861938,APPROVED,4126323,
372-Diagnostic Tests-Scoring test result-YEARS,372-Diagnostic Tests-Scoring test result-YEARS,345,,0.3267073929309845,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MODERATE DEPR,372-Diagnostic Tests-Scoring test result-MODERATE DEPR,3,,0.34908825159072876,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MAX 28,372-Diagnostic Tests-Scoring test result-MAX 28,1,,0.36061346530914307,APPROVED,0,
488-Examination Findings-Weight loss-Weight loss (kg),488-Examination Findings-Weight loss-Weight loss (kg),15552,,0.5570847392082214,APPROVED,4181042,
372-Diagnostic Tests-Scoring test result-22,372-Diagnostic Tests-Scoring test result-22,340,,0.37222129106521606,APPROVED,0,
