count,enttype,category,description,data,data_fields,source_value,target_concept_id
1,372,Diagnostic Tests,Scoring test result,AUDT,4,372-Diagnostic Tests-Scoring test result-AUDT,0
1,372,Diagnostic Tests,Scoring test result,AUDOT-C,4,372-Diagnostic Tests-Scoring test result-AUDOT-C,0
1,372,Diagnostic Tests,Scoring test result,AUDITTEST,4,372-Diagnostic Tests-Scoring test result-AUDITTEST,0
2,372,Diagnostic Tests,Scoring test result,AUDITT C,4,372-Diagnostic Tests-Scoring test result-AUDITT C,0
1,372,Diagnostic Tests,Scoring test result,AUDITC-C,4,372-Diagnostic Tests-Scoring test result-AUDITC-C,0
519,372,Diagnostic Tests,Scoring test result,AUDITC,4,372-Diagnostic Tests-Scoring test result-AUDITC,0
1,372,Diagnostic Tests,Scoring test result,AUDIT_C,4,372-Diagnostic Tests-Scoring test result-AUDIT_C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT=C,4,372-Diagnostic Tests-Scoring test result-AUDIT=C,0
5,372,Diagnostic Tests,Scoring test result,AUDIT.,4,372-Diagnostic Tests-Scoring test result-AUDIT.,0
1,372,Diagnostic Tests,Scoring test result,AUDIT-C2,4,372-Diagnostic Tests-Scoring test result-AUDIT-C2,0
1,372,Diagnostic Tests,Scoring test result,AUDIT-C-,4,372-Diagnostic Tests-Scoring test result-AUDIT-C-,0
3,372,Diagnostic Tests,Scoring test result,AUDIT-C SCORE,4,372-Diagnostic Tests-Scoring test result-AUDIT-C SCORE,0
7624,372,Diagnostic Tests,Scoring test result,AUDIT-C,4,372-Diagnostic Tests-Scoring test result-AUDIT-C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT-5,4,372-Diagnostic Tests-Scoring test result-AUDIT-5,0
1,372,Diagnostic Tests,Scoring test result,AUDIT-3,4,372-Diagnostic Tests-Scoring test result-AUDIT-3,0
2,372,Diagnostic Tests,Scoring test result,AUDIT-1,4,372-Diagnostic Tests-Scoring test result-AUDIT-1,0
1,372,Diagnostic Tests,Scoring test result,AUDIT--C,4,372-Diagnostic Tests-Scoring test result-AUDIT--C,0
40,372,Diagnostic Tests,Scoring test result,AUDIT- C,4,372-Diagnostic Tests-Scoring test result-AUDIT- C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT ~C,4,372-Diagnostic Tests-Scoring test result-AUDIT ~C,0
3,372,Diagnostic Tests,Scoring test result,AUDIT TEST,4,372-Diagnostic Tests-Scoring test result-AUDIT TEST,0
1,372,Diagnostic Tests,Scoring test result,AUDIT SCORE C,4,372-Diagnostic Tests-Scoring test result-AUDIT SCORE C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT SCORE,4,372-Diagnostic Tests-Scoring test result-AUDIT SCORE,0
1,372,Diagnostic Tests,Scoring test result,AUDIT RISK TO,4,372-Diagnostic Tests-Scoring test result-AUDIT RISK TO,0
3,372,Diagnostic Tests,Scoring test result,AUDIT QUESTIO,4,372-Diagnostic Tests-Scoring test result-AUDIT QUESTIO,0
1,372,Diagnostic Tests,Scoring test result,AUDIT QUEST,4,372-Diagnostic Tests-Scoring test result-AUDIT QUEST,0
4,372,Diagnostic Tests,Scoring test result,AUDIT PC,4,372-Diagnostic Tests-Scoring test result-AUDIT PC,0
1,372,Diagnostic Tests,Scoring test result,AUDIT ONLINE,4,372-Diagnostic Tests-Scoring test result-AUDIT ONLINE,0
2,372,Diagnostic Tests,Scoring test result,AUDIT FULL,4,372-Diagnostic Tests-Scoring test result-AUDIT FULL,0
1,372,Diagnostic Tests,Scoring test result,AUDIT CX,4,372-Diagnostic Tests-Scoring test result-AUDIT CX,0
1,372,Diagnostic Tests,Scoring test result,AUDIT COMPLET,4,372-Diagnostic Tests-Scoring test result-AUDIT COMPLET,0
1,372,Diagnostic Tests,Scoring test result,AUDIT CA,4,372-Diagnostic Tests-Scoring test result-AUDIT CA,0
2,372,Diagnostic Tests,Scoring test result,AUDIT C`,4,372-Diagnostic Tests-Scoring test result-AUDIT C`,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C3,4,372-Diagnostic Tests-Scoring test result-AUDIT C3,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C2,4,372-Diagnostic Tests-Scoring test result-AUDIT C2,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C0,4,372-Diagnostic Tests-Scoring test result-AUDIT C0,0
17,372,Diagnostic Tests,Scoring test result,AUDIT C.,4,372-Diagnostic Tests-Scoring test result-AUDIT C.,0
3,372,Diagnostic Tests,Scoring test result,AUDIT C+,4,372-Diagnostic Tests-Scoring test result-AUDIT C+,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C TOOL,4,372-Diagnostic Tests-Scoring test result-AUDIT C TOOL,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C TEST,4,372-Diagnostic Tests-Scoring test result-AUDIT C TEST,0
20,372,Diagnostic Tests,Scoring test result,AUDIT C SHORT,4,372-Diagnostic Tests-Scoring test result-AUDIT C SHORT,0
6,372,Diagnostic Tests,Scoring test result,AUDIT C SCORE,4,372-Diagnostic Tests-Scoring test result-AUDIT C SCORE,0
3,372,Diagnostic Tests,Scoring test result,AUDIT C REQ,4,372-Diagnostic Tests-Scoring test result-AUDIT C REQ,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C FORM,4,372-Diagnostic Tests-Scoring test result-AUDIT C FORM,0
1,372,Diagnostic Tests,Scoring test result,AUDIT C FAST,4,372-Diagnostic Tests-Scoring test result-AUDIT C FAST,0
6,372,Diagnostic Tests,Scoring test result,AUDIT C +,4,372-Diagnostic Tests-Scoring test result-AUDIT C +,0
26353,372,Diagnostic Tests,Scoring test result,AUDIT C,4,372-Diagnostic Tests-Scoring test result-AUDIT C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT AND AUD,4,372-Diagnostic Tests-Scoring test result-AUDIT AND AUD,0
1,372,Diagnostic Tests,Scoring test result,AUDIT 8,4,372-Diagnostic Tests-Scoring test result-AUDIT 8,0
2,372,Diagnostic Tests,Scoring test result,AUDIT 7,4,372-Diagnostic Tests-Scoring test result-AUDIT 7,0
3,372,Diagnostic Tests,Scoring test result,AUDIT 3,4,372-Diagnostic Tests-Scoring test result-AUDIT 3,0
1,372,Diagnostic Tests,Scoring test result,AUDIT 10,4,372-Diagnostic Tests-Scoring test result-AUDIT 10,0
46,372,Diagnostic Tests,Scoring test result,AUDIT -C,4,372-Diagnostic Tests-Scoring test result-AUDIT -C,0
1,372,Diagnostic Tests,Scoring test result,AUDIT - SCORE,4,372-Diagnostic Tests-Scoring test result-AUDIT - SCORE,0
108,372,Diagnostic Tests,Scoring test result,AUDIT - C,4,372-Diagnostic Tests-Scoring test result-AUDIT - C,0
25,372,Diagnostic Tests,Scoring test result,AUDIT C,4,372-Diagnostic Tests-Scoring test result-AUDIT C,
2899,372,Diagnostic Tests,Scoring test result,AUDIT,4,372-Diagnostic Tests-Scoring test result-AUDIT,0
1,372,Diagnostic Tests,Scoring test result,AUDIR,4,372-Diagnostic Tests-Scoring test result-AUDIR,0
1,372,Diagnostic Tests,Scoring test result,AUDIOT C,4,372-Diagnostic Tests-Scoring test result-AUDIOT C,0
1,372,Diagnostic Tests,Scoring test result,AUDIIT-C,4,372-Diagnostic Tests-Scoring test result-AUDIIT-C,0
2,372,Diagnostic Tests,Scoring test result,AUDIIT C,4,372-Diagnostic Tests-Scoring test result-AUDIIT C,0
1,372,Diagnostic Tests,Scoring test result,AUDIDT-C,4,372-Diagnostic Tests-Scoring test result-AUDIDT-C,0
1,372,Diagnostic Tests,Scoring test result,AUDICT C,4,372-Diagnostic Tests-Scoring test result-AUDICT C,0
2,372,Diagnostic Tests,Scoring test result,AUDICT,4,372-Diagnostic Tests-Scoring test result-AUDICT,0
77,372,Diagnostic Tests,Scoring test result,AUDIC C,4,372-Diagnostic Tests-Scoring test result-AUDIC C,0
1,372,Diagnostic Tests,Scoring test result,AUDIC -C,4,372-Diagnostic Tests-Scoring test result-AUDIC -C,0
4,372,Diagnostic Tests,Scoring test result,AUDIC,4,372-Diagnostic Tests-Scoring test result-AUDIC,0
6,372,Diagnostic Tests,Scoring test result,AUDI-C,4,372-Diagnostic Tests-Scoring test result-AUDI-C,0
1,372,Diagnostic Tests,Scoring test result,AUDI T C,4,372-Diagnostic Tests-Scoring test result-AUDI T C,0
3,372,Diagnostic Tests,Scoring test result,AUDI C,4,372-Diagnostic Tests-Scoring test result-AUDI C,0
1,372,Diagnostic Tests,Scoring test result,AUDI,4,372-Diagnostic Tests-Scoring test result-AUDI,0
1,372,Diagnostic Tests,Scoring test result,AUDFIT-C,4,372-Diagnostic Tests-Scoring test result-AUDFIT-C,0
1,372,Diagnostic Tests,Scoring test result,AUDFIT C,4,372-Diagnostic Tests-Scoring test result-AUDFIT C,0
2,372,Diagnostic Tests,Scoring test result,AUDDIT-C,4,372-Diagnostic Tests-Scoring test result-AUDDIT-C,0
1,372,Diagnostic Tests,Scoring test result,AUD-T-C,4,372-Diagnostic Tests-Scoring test result-AUD-T-C,0
1,372,Diagnostic Tests,Scoring test result,AUD C,4,372-Diagnostic Tests-Scoring test result-AUD C,0
1,372,Diagnostic Tests,Scoring test result,AUD,4,372-Diagnostic Tests-Scoring test result-AUD,0
5,372,Diagnostic Tests,Scoring test result,AUCIT C,4,372-Diagnostic Tests-Scoring test result-AUCIT C,0
13,372,Diagnostic Tests,Scoring test result,AUCID C,4,372-Diagnostic Tests-Scoring test result-AUCID C,0
1,372,Diagnostic Tests,Scoring test result,AUA Q'RE,4,372-Diagnostic Tests-Scoring test result-AUA Q'RE,0
4,372,Diagnostic Tests,Scoring test result,AUA,4,372-Diagnostic Tests-Scoring test result-AUA,0
1,372,Diagnostic Tests,Scoring test result,ATTACHED,4,372-Diagnostic Tests-Scoring test result-ATTACHED,0
1,372,Diagnostic Tests,Scoring test result,ATMS,4,372-Diagnostic Tests-Scoring test result-ATMS,0
3,372,Diagnostic Tests,Scoring test result,AT SURGERY,4,372-Diagnostic Tests-Scoring test result-AT SURGERY,0
5,372,Diagnostic Tests,Scoring test result,AT RISK,4,372-Diagnostic Tests-Scoring test result-AT RISK,0
1,372,Diagnostic Tests,Scoring test result,AT LEAST,4,372-Diagnostic Tests-Scoring test result-AT LEAST,0
1,372,Diagnostic Tests,Scoring test result,AT 9 MONTH CH,4,372-Diagnostic Tests-Scoring test result-AT 9 MONTH CH,0
1,372,Diagnostic Tests,Scoring test result,AT 8/52,4,372-Diagnostic Tests-Scoring test result-AT 8/52,0
1,372,Diagnostic Tests,Scoring test result,AT 8/12,4,372-Diagnostic Tests-Scoring test result-AT 8/12,0
2,372,Diagnostic Tests,Scoring test result,AT 7/12,4,372-Diagnostic Tests-Scoring test result-AT 7/12,0
2,372,Diagnostic Tests,Scoring test result,AT 6/52,4,372-Diagnostic Tests-Scoring test result-AT 6/52,0
1,372,Diagnostic Tests,Scoring test result,AT 6 WEEKS,4,372-Diagnostic Tests-Scoring test result-AT 6 WEEKS,0
1,372,Diagnostic Tests,Scoring test result,AT 10/52,4,372-Diagnostic Tests-Scoring test result-AT 10/52,0
1,372,Diagnostic Tests,Scoring test result,ASUDIT C,4,372-Diagnostic Tests-Scoring test result-ASUDIT C,0
1,372,Diagnostic Tests,Scoring test result,ASTHMA.ORG,4,372-Diagnostic Tests-Scoring test result-ASTHMA.ORG,0
1,372,Diagnostic Tests,Scoring test result,ASTHMA UK CHA,4,372-Diagnostic Tests-Scoring test result-ASTHMA UK CHA,0
8,372,Diagnostic Tests,Scoring test result,ASTHMA UK ACT,4,372-Diagnostic Tests-Scoring test result-ASTHMA UK ACT,0
50,372,Diagnostic Tests,Scoring test result,ASTHMA UK,4,372-Diagnostic Tests-Scoring test result-ASTHMA UK,0
1,372,Diagnostic Tests,Scoring test result,ASTHMA U.K,4,372-Diagnostic Tests-Scoring test result-ASTHMA U.K,0
1,372,Diagnostic Tests,Scoring test result,ASTHMA U K,4,372-Diagnostic Tests-Scoring test result-ASTHMA U K,0
1,372,Diagnostic Tests,Scoring test result,ASTHMA CAT,4,372-Diagnostic Tests-Scoring test result-ASTHMA CAT,0
1,372,Diagnostic Tests,Scoring test result,AST,4,372-Diagnostic Tests-Scoring test result-AST,0
6,372,Diagnostic Tests,Scoring test result,ASSSIGN,4,372-Diagnostic Tests-Scoring test result-ASSSIGN,0
2,372,Diagnostic Tests,Scoring test result,ASSOIGN,4,372-Diagnostic Tests-Scoring test result-ASSOIGN,0
2,372,Diagnostic Tests,Scoring test result,ASSISTED,4,372-Diagnostic Tests-Scoring test result-ASSISTED,0
1,372,Diagnostic Tests,Scoring test result,ASSIGNE,4,372-Diagnostic Tests-Scoring test result-ASSIGNE,0
2,372,Diagnostic Tests,Scoring test result,ASSIGN.,4,372-Diagnostic Tests-Scoring test result-ASSIGN.,0
2,372,Diagnostic Tests,Scoring test result,ASSIGN-SCORE.,4,372-Diagnostic Tests-Scoring test result-ASSIGN-SCORE.,0
4,372,Diagnostic Tests,Scoring test result,ASSIGN WEBSIT,4,372-Diagnostic Tests-Scoring test result-ASSIGN WEBSIT,0
3,372,Diagnostic Tests,Scoring test result,ASSIGN WEB,4,372-Diagnostic Tests-Scoring test result-ASSIGN WEB,0
1,372,Diagnostic Tests,Scoring test result,ASSIGN SITE,4,372-Diagnostic Tests-Scoring test result-ASSIGN SITE,
3,372,Diagnostic Tests,Scoring test result,ASSIGN SCOTLA,4,372-Diagnostic Tests-Scoring test result-ASSIGN SCOTLA,0
3,372,Diagnostic Tests,Scoring test result,ASSIGN SCOT,4,372-Diagnostic Tests-Scoring test result-ASSIGN SCOT,0
27,372,Diagnostic Tests,Scoring test result,ASSIGN SCORE,4,372-Diagnostic Tests-Scoring test result-ASSIGN SCORE,0
1,372,Diagnostic Tests,Scoring test result,ASSIGN RISK W,4,372-Diagnostic Tests-Scoring test result-ASSIGN RISK W,0
21,372,Diagnostic Tests,Scoring test result,ASSIGN ONLINE,4,372-Diagnostic Tests-Scoring test result-ASSIGN ONLINE,0
1,372,Diagnostic Tests,Scoring test result,ASSIGN FOR RA,4,372-Diagnostic Tests-Scoring test result-ASSIGN FOR RA,0
1,372,Diagnostic Tests,Scoring test result,ASSIGN CVD,4,372-Diagnostic Tests-Scoring test result-ASSIGN CVD,0
2,372,Diagnostic Tests,Scoring test result,ASSIGN CALCUL,4,372-Diagnostic Tests-Scoring test result-ASSIGN CALCUL,0
1,372,Diagnostic Tests,Scoring test result,ASSIGN = 28,4,372-Diagnostic Tests-Scoring test result-ASSIGN = 28,
1,372,Diagnostic Tests,Scoring test result,ASSIGN (WEB),4,372-Diagnostic Tests-Scoring test result-ASSIGN (WEB),0
196603,372,Diagnostic Tests,Scoring test result,ASSIGN,4,372-Diagnostic Tests-Scoring test result-ASSIGN,0
180,372,Diagnostic Tests,Scoring test result,ASSESSMENT,4,372-Diagnostic Tests-Scoring test result-ASSESSMENT,0
1,372,Diagnostic Tests,Scoring test result,ASSESSEMT,4,372-Diagnostic Tests-Scoring test result-ASSESSEMT,0
2,372,Diagnostic Tests,Scoring test result,ASSESSED,4,372-Diagnostic Tests-Scoring test result-ASSESSED,0
1,372,Diagnostic Tests,Scoring test result,ASKING,4,372-Diagnostic Tests-Scoring test result-ASKING,0
1,372,Diagnostic Tests,Scoring test result,ASKEDPT,4,372-Diagnostic Tests-Scoring test result-ASKEDPT,0
859,372,Diagnostic Tests,Scoring test result,ASKED PT,4,372-Diagnostic Tests-Scoring test result-ASKED PT,0
185,372,Diagnostic Tests,Scoring test result,ASKED PATIENT,4,372-Diagnostic Tests-Scoring test result-ASKED PATIENT,0
2,372,Diagnostic Tests,Scoring test result,ASKED PATEINT,4,372-Diagnostic Tests-Scoring test result-ASKED PATEINT,0
1,372,Diagnostic Tests,Scoring test result,ASKED [PT,4,372-Diagnostic Tests-Scoring test result-ASKED [PT,0
1,372,Diagnostic Tests,Scoring test result,ASKED PT,4,372-Diagnostic Tests-Scoring test result-ASKED PT,
1,372,Diagnostic Tests,Scoring test result,ASKED PT,4,372-Diagnostic Tests-Scoring test result-ASKED PT,
1,372,Diagnostic Tests,Scoring test result,ASKE PT,4,372-Diagnostic Tests-Scoring test result-ASKE PT,0
1,372,Diagnostic Tests,Scoring test result,ASKE DPT,4,372-Diagnostic Tests-Scoring test result-ASKE DPT,0
1,372,Diagnostic Tests,Scoring test result,ASK PATIENT,4,372-Diagnostic Tests-Scoring test result-ASK PATIENT,0
10,372,Diagnostic Tests,Scoring test result,ASIGN,4,372-Diagnostic Tests-Scoring test result-ASIGN,0
1,372,Diagnostic Tests,Scoring test result,ASAKED PT,4,372-Diagnostic Tests-Scoring test result-ASAKED PT,0
1,372,Diagnostic Tests,Scoring test result,AS STATED,4,372-Diagnostic Tests-Scoring test result-AS STATED,
1,372,Diagnostic Tests,Scoring test result,AS PER INSTRU,4,372-Diagnostic Tests-Scoring test result-AS PER INSTRU,0
1,372,Diagnostic Tests,Scoring test result,AS PER GUIDAN,4,372-Diagnostic Tests-Scoring test result-AS PER GUIDAN,0
1,372,Diagnostic Tests,Scoring test result,AS PER EDING,4,372-Diagnostic Tests-Scoring test result-AS PER EDING,0
2,372,Diagnostic Tests,Scoring test result,AS PER CHART,4,372-Diagnostic Tests-Scoring test result-AS PER CHART,0
1,372,Diagnostic Tests,Scoring test result,AS PER ADSGUI,4,372-Diagnostic Tests-Scoring test result-AS PER ADSGUI,0
1,372,Diagnostic Tests,Scoring test result,AS DOCUMENTED,4,372-Diagnostic Tests-Scoring test result-AS DOCUMENTED,0
2,372,Diagnostic Tests,Scoring test result,ARITHMETIC,4,372-Diagnostic Tests-Scoring test result-ARITHMETIC,0
1,372,Diagnostic Tests,Scoring test result,AR,4,372-Diagnostic Tests-Scoring test result-AR,0
1,372,Diagnostic Tests,Scoring test result,APPROXIMATION,4,372-Diagnostic Tests-Scoring test result-APPROXIMATION,0
1,372,Diagnostic Tests,Scoring test result,APPROX,4,372-Diagnostic Tests-Scoring test result-APPROX,0
1,372,Diagnostic Tests,Scoring test result,APP,4,372-Diagnostic Tests-Scoring test result-APP,0
1,372,Diagnostic Tests,Scoring test result,AODIT C,4,372-Diagnostic Tests-Scoring test result-AODIT C,0
1,372,Diagnostic Tests,Scoring test result,ANXIETY 12,4,372-Diagnostic Tests-Scoring test result-ANXIETY 12,0
395,372,Diagnostic Tests,Scoring test result,ANXIETY,4,372-Diagnostic Tests-Scoring test result-ANXIETY,0
1,372,Diagnostic Tests,Scoring test result,ANXIE,4,372-Diagnostic Tests-Scoring test result-ANXIE,0
1,372,Diagnostic Tests,Scoring test result,ANX DEPRESSIO,4,372-Diagnostic Tests-Scoring test result-ANX DEPRESSIO,0
1,372,Diagnostic Tests,Scoring test result,ANX 12 DEP 15,4,372-Diagnostic Tests-Scoring test result-ANX 12 DEP 15,0
8,372,Diagnostic Tests,Scoring test result,ANX,4,372-Diagnostic Tests-Scoring test result-ANX,0
1,372,Diagnostic Tests,Scoring test result,ANKLE SWELLIN,4,372-Diagnostic Tests-Scoring test result-ANKLE SWELLIN,0
1,372,Diagnostic Tests,Scoring test result,ANKLE OEDEMA,4,372-Diagnostic Tests-Scoring test result-ANKLE OEDEMA,0
3,372,Diagnostic Tests,Scoring test result,ANGINA PAIN,4,372-Diagnostic Tests-Scoring test result-ANGINA PAIN,0
1,372,Diagnostic Tests,Scoring test result,ANALYSIS,4,372-Diagnostic Tests-Scoring test result-ANALYSIS,0
1,372,Diagnostic Tests,Scoring test result,AMXIETY,4,372-Diagnostic Tests-Scoring test result-AMXIETY,0
103,372,Diagnostic Tests,Scoring test result,AMTS,4,372-Diagnostic Tests-Scoring test result-AMTS,0
43,372,Diagnostic Tests,Scoring test result,AMT,4,372-Diagnostic Tests-Scoring test result-AMT,0
1,372,Diagnostic Tests,Scoring test result,AMMSE,4,372-Diagnostic Tests-Scoring test result-AMMSE,0
1,372,Diagnostic Tests,Scoring test result,AMMS,4,372-Diagnostic Tests-Scoring test result-AMMS,0
1,372,Diagnostic Tests,Scoring test result,AMERICAN HJ 1,4,372-Diagnostic Tests-Scoring test result-AMERICAN HJ 1,0
1,372,Diagnostic Tests,Scoring test result,ALGORYTHYM,4,372-Diagnostic Tests-Scoring test result-ALGORYTHYM,0
1,372,Diagnostic Tests,Scoring test result,ALCULATOR,4,372-Diagnostic Tests-Scoring test result-ALCULATOR,0
2,372,Diagnostic Tests,Scoring test result,ALCOHOL FAST,4,372-Diagnostic Tests-Scoring test result-ALCOHOL FAST,0
1,372,Diagnostic Tests,Scoring test result,ALCOHOL C,4,372-Diagnostic Tests-Scoring test result-ALCOHOL C,0
1,372,Diagnostic Tests,Scoring test result,ALCOHOL AUDIT,4,372-Diagnostic Tests-Scoring test result-ALCOHOL AUDIT,0
8,372,Diagnostic Tests,Scoring test result,ALCOHOL,4,372-Diagnostic Tests-Scoring test result-ALCOHOL,0
2,372,Diagnostic Tests,Scoring test result,ALCOH,4,372-Diagnostic Tests-Scoring test result-ALCOH,0
1,372,Diagnostic Tests,Scoring test result,ALCO,4,372-Diagnostic Tests-Scoring test result-ALCO,0
1,372,Diagnostic Tests,Scoring test result,ALC AUDIT,4,372-Diagnostic Tests-Scoring test result-ALC AUDIT,0
1,372,Diagnostic Tests,Scoring test result,AKSKED PT,4,372-Diagnostic Tests-Scoring test result-AKSKED PT,0
2,372,Diagnostic Tests,Scoring test result,AIDUT C,4,372-Diagnostic Tests-Scoring test result-AIDUT C,0
2,372,Diagnostic Tests,Scoring test result,AIDIT-C,4,372-Diagnostic Tests-Scoring test result-AIDIT-C,0
3,372,Diagnostic Tests,Scoring test result,AIDIT C,4,372-Diagnostic Tests-Scoring test result-AIDIT C,0
1,372,Diagnostic Tests,Scoring test result,AHI,4,372-Diagnostic Tests-Scoring test result-AHI,
1,372,Diagnostic Tests,Scoring test result,"AGE,CVA, NSAI",4,"372-Diagnostic Tests-Scoring test result-AGE,CVA, NSAI",
2,372,Diagnostic Tests,Scoring test result,"AGE, TIA",4,"372-Diagnostic Tests-Scoring test result-AGE, TIA",
3,372,Diagnostic Tests,Scoring test result,"AGE, STROKE",4,"372-Diagnostic Tests-Scoring test result-AGE, STROKE",
1,372,Diagnostic Tests,Scoring test result,"AGE, HYT",4,"372-Diagnostic Tests-Scoring test result-AGE, HYT",
1,372,Diagnostic Tests,Scoring test result,"AGE, CVA, HYT",4,"372-Diagnostic Tests-Scoring test result-AGE, CVA, HYT",
1,372,Diagnostic Tests,Scoring test result,"AGE, BP",4,"372-Diagnostic Tests-Scoring test result-AGE, BP",
1,372,Diagnostic Tests,Scoring test result,"AGE, ALCOHOL",4,"372-Diagnostic Tests-Scoring test result-AGE, ALCOHOL",
1,372,Diagnostic Tests,Scoring test result,AGE AND RENAL,4,372-Diagnostic Tests-Scoring test result-AGE AND RENAL,0
1,372,Diagnostic Tests,Scoring test result,AGE FEMALE,4,372-Diagnostic Tests-Scoring test result-AGE FEMALE,
2,372,Diagnostic Tests,Scoring test result,AGATSTON,4,372-Diagnostic Tests-Scoring test result-AGATSTON,0
2,372,Diagnostic Tests,Scoring test result,AFLSA136AA-AA,4,372-Diagnostic Tests-Scoring test result-AFLSA136AA-AA,0
1,372,Diagnostic Tests,Scoring test result,AF,4,372-Diagnostic Tests-Scoring test result-AF,0
1,372,Diagnostic Tests,Scoring test result,ADUTI-C,4,372-Diagnostic Tests-Scoring test result-ADUTI-C,0
1,372,Diagnostic Tests,Scoring test result,ADUITC,4,372-Diagnostic Tests-Scoring test result-ADUITC,0
8,372,Diagnostic Tests,Scoring test result,ADUIT-C,4,372-Diagnostic Tests-Scoring test result-ADUIT-C,0
27,372,Diagnostic Tests,Scoring test result,ADUIT C,4,372-Diagnostic Tests-Scoring test result-ADUIT C,0
1,372,Diagnostic Tests,Scoring test result,ADUDIT-C,4,372-Diagnostic Tests-Scoring test result-ADUDIT-C,0
8,372,Diagnostic Tests,Scoring test result,ADMINISTERED,4,372-Diagnostic Tests-Scoring test result-ADMINISTERED,0
1,372,Diagnostic Tests,Scoring test result,ADJUSTED-FH,4,372-Diagnostic Tests-Scoring test result-ADJUSTED-FH,0
1,372,Diagnostic Tests,Scoring test result,ADJUSTED RISK,4,372-Diagnostic Tests-Scoring test result-ADJUSTED RISK,0
1,372,Diagnostic Tests,Scoring test result,ADIT-C,4,372-Diagnostic Tests-Scoring test result-ADIT-C,0
3,372,Diagnostic Tests,Scoring test result,ADIT C,4,372-Diagnostic Tests-Scoring test result-ADIT C,0
5,372,Diagnostic Tests,Scoring test result,ADDITION,4,372-Diagnostic Tests-Scoring test result-ADDITION,0
5,372,Diagnostic Tests,Scoring test result,ADDING UP,4,372-Diagnostic Tests-Scoring test result-ADDING UP,0
2,372,Diagnostic Tests,Scoring test result,ADDENBROOKES,4,372-Diagnostic Tests-Scoring test result-ADDENBROOKES,0
1,372,Diagnostic Tests,Scoring test result,ADDENBROOKE'S,4,372-Diagnostic Tests-Scoring test result-ADDENBROOKE'S,0
1,372,Diagnostic Tests,Scoring test result,ADDENBROOK,4,372-Diagnostic Tests-Scoring test result-ADDENBROOK,0
1,372,Diagnostic Tests,Scoring test result,ADDENBROKES,4,372-Diagnostic Tests-Scoring test result-ADDENBROKES,0
1,372,Diagnostic Tests,Scoring test result,ADDED,4,372-Diagnostic Tests-Scoring test result-ADDED,0
1,372,Diagnostic Tests,Scoring test result,ADD UP SCORE,4,372-Diagnostic Tests-Scoring test result-ADD UP SCORE,0
1,372,Diagnostic Tests,Scoring test result,ACTION NEEDED,4,372-Diagnostic Tests-Scoring test result-ACTION NEEDED,0
22,372,Diagnostic Tests,Scoring test result,ACT/BLF,4,372-Diagnostic Tests-Scoring test result-ACT/BLF,0
1,372,Diagnostic Tests,Scoring test result,ACT TEST,4,372-Diagnostic Tests-Scoring test result-ACT TEST,0
59,372,Diagnostic Tests,Scoring test result,ACT,4,372-Diagnostic Tests-Scoring test result-ACT,0
1,372,Diagnostic Tests,Scoring test result,ACO SCORED,4,372-Diagnostic Tests-Scoring test result-ACO SCORED,0
2,372,Diagnostic Tests,Scoring test result,AC,4,372-Diagnostic Tests-Scoring test result-AC,0
1,372,Diagnostic Tests,Scoring test result,ABSOLUTE,4,372-Diagnostic Tests-Scoring test result-ABSOLUTE,0
1,372,Diagnostic Tests,Scoring test result,ABRIEVIATED,4,372-Diagnostic Tests-Scoring test result-ABRIEVIATED,0
3,372,Diagnostic Tests,Scoring test result,ABNORMAL,4,372-Diagnostic Tests-Scoring test result-ABNORMAL,0
1,372,Diagnostic Tests,Scoring test result,ABCD2 SCORE,4,372-Diagnostic Tests-Scoring test result-ABCD2 SCORE,0
9,372,Diagnostic Tests,Scoring test result,ABCD2,4,372-Diagnostic Tests-Scoring test result-ABCD2,0
1,372,Diagnostic Tests,Scoring test result,ABCD,4,372-Diagnostic Tests-Scoring test result-ABCD,0
2,372,Diagnostic Tests,Scoring test result,ABBREVIATED,4,372-Diagnostic Tests-Scoring test result-ABBREVIATED,0
1,372,Diagnostic Tests,Scoring test result,AAUDIT-C,4,372-Diagnostic Tests-Scoring test result-AAUDIT-C,0
1,372,Diagnostic Tests,Scoring test result,AAUDIT C,4,372-Diagnostic Tests-Scoring test result-AAUDIT C,0
1,372,Diagnostic Tests,Scoring test result,AASKED PT,4,372-Diagnostic Tests-Scoring test result-AASKED PT,0
5,372,Diagnostic Tests,Scoring test result,AASIGN,4,372-Diagnostic Tests-Scoring test result-AASIGN,0
1,372,Diagnostic Tests,Scoring test result,A\UDIT-C,4,372-Diagnostic Tests-Scoring test result-A\UDIT-C,
1,372,Diagnostic Tests,Scoring test result,A=8 B=0 C=6,4,372-Diagnostic Tests-Scoring test result-A=8 B=0 C=6,0
1,372,Diagnostic Tests,Scoring test result,A=7 D=9,4,372-Diagnostic Tests-Scoring test result-A=7 D=9,
